time (UTC),sea_floor_depth_below_sea_surface (m)
2018-01-01T00:00:00Z,5450.59
2018-01-01T00:30:00Z,5450.514
2018-01-01T01:00:00Z,5450.422
2018-01-01T01:30:00Z,5450.319
2018-01-01T02:00:00Z,5450.203
2018-01-01T02:30:00Z,5450.08
2018-01-01T03:00:00Z,5449.953
2018-01-01T03:30:00Z,5449.825
2018-01-01T04:00:00Z,5449.697
2018-01-01T04:30:00Z,5449.576
2018-01-01T05:00:00Z,5449.473
2018-01-01T05:30:00Z,5449.382
2018-01-01T06:00:00Z,5449.315
2018-01-01T06:30:00Z,5449.269
2018-01-01T07:00:00Z,5449.249
2018-01-01T07:30:00Z,5449.248
2018-01-01T08:00:00Z,5449.265
2018-01-01T08:30:00Z,5449.3
2018-01-01T09:00:00Z,5449.352
2018-01-01T09:30:00Z,5449.416
2018-01-01T10:00:00Z,5449.489
2018-01-01T10:30:00Z,5449.571
2018-01-01T11:00:00Z,5449.65
2018-01-01T11:30:00Z,5449.73
2018-01-01T12:00:00Z,5449.81
2018-01-01T12:30:00Z,5449.88
2018-01-01T13:00:00Z,5449.947
2018-01-01T13:30:00Z,5450.006
2018-01-01T14:00:00Z,5450.061
2018-01-01T14:30:00Z,5450.114
2018-01-01T15:00:00Z,5450.154
2018-01-01T15:30:00Z,5450.191
2018-01-01T16:00:00Z,5450.223
2018-01-01T16:30:00Z,5450.251
2018-01-01T17:00:00Z,5450.284
2018-01-01T17:30:00Z,5450.324
2018-01-01T18:00:00Z,5450.363
2018-01-01T18:30:00Z,5450.402
2018-01-01T19:00:00Z,5450.444
2018-01-01T19:30:00Z,5450.491
2018-01-01T20:00:00Z,5450.543
2018-01-01T20:30:00Z,5450.596
2018-01-01T21:00:00Z,5450.642
2018-01-01T21:30:00Z,5450.684
2018-01-01T22:00:00Z,5450.713
2018-01-01T22:30:00Z,5450.733
2018-01-01T23:00:00Z,5450.738
2018-01-01T23:30:00Z,5450.726
2018-01-02T00:00:00Z,5450.699
2018-01-02T00:30:00Z,5450.652
2018-01-02T01:00:00Z,5450.587
2018-01-02T01:30:00Z,5450.507
2018-01-02T02:00:00Z,5450.41
2018-01-02T02:30:00Z,5450.291
2018-01-02T03:00:00Z,5450.165
2018-01-02T03:30:00Z,5450.03
2018-01-02T04:00:00Z,5449.893
2018-01-02T04:30:00Z,5449.76
2018-01-02T05:00:00Z,5449.628
2018-01-02T05:30:00Z,5449.505
2018-01-02T06:00:00Z,5449.399
2018-01-02T06:30:00Z,5449.314
2018-01-02T07:00:00Z,5449.253
2018-01-02T07:30:00Z,5449.217
2018-01-02T08:00:00Z,5449.199
2018-01-02T08:30:00Z,5449.203
2018-01-02T09:00:00Z,5449.231
2018-01-02T09:30:00Z,5449.273
2018-01-02T10:00:00Z,5449.333
2018-01-02T10:30:00Z,5449.405
2018-01-02T11:00:00Z,5449.483
2018-01-02T11:30:00Z,5449.567
2018-01-02T12:00:00Z,5449.659
2018-01-02T12:30:00Z,5449.751
2018-01-02T13:00:00Z,5449.84
2018-01-02T13:30:00Z,5449.924
2018-01-02T14:00:00Z,5449.998
2018-01-02T14:30:00Z,5450.067
2018-01-02T15:00:00Z,5450.123
2018-01-02T15:30:00Z,5450.172
2018-01-02T16:00:00Z,5450.211
2018-01-02T16:30:00Z,5450.246
2018-01-02T17:00:00Z,5450.285
2018-01-02T17:30:00Z,5450.32
2018-01-02T18:00:00Z,5450.351
2018-01-02T18:30:00Z,5450.381
2018-01-02T19:00:00Z,5450.413
2018-01-02T19:30:00Z,5450.452
2018-01-02T20:00:00Z,5450.49
2018-01-02T20:30:00Z,5450.534
2018-01-02T21:00:00Z,5450.58
2018-01-02T21:30:00Z,5450.626
2018-01-02T22:00:00Z,5450.667
2018-01-02T22:30:00Z,5450.701
2018-01-02T23:00:00Z,5450.718
2018-01-02T23:30:00Z,5450.728
2018-01-03T00:00:00Z,5450.726
2018-01-03T00:30:00Z,5450.711
2018-01-03T01:00:00Z,5450.679
2018-01-03T01:30:00Z,5450.631
2018-01-03T02:00:00Z,5450.562
2018-01-03T02:30:00Z,5450.473
2018-01-03T03:00:00Z,5450.365
2018-01-03T03:30:00Z,5450.246
2018-01-03T04:00:00Z,5450.114
2018-01-03T04:30:00Z,5449.977
2018-01-03T05:00:00Z,5449.842
2018-01-03T05:30:00Z,5449.709
2018-01-03T06:00:00Z,5449.58
2018-01-03T06:30:00Z,5449.463
2018-01-03T07:00:00Z,5449.363
2018-01-03T07:30:00Z,5449.281
2018-01-03T08:00:00Z,5449.222
2018-01-03T08:30:00Z,5449.188
2018-01-03T09:00:00Z,5449.177
2018-01-03T09:30:00Z,5449.188
2018-01-03T10:00:00Z,5449.221
2018-01-03T10:30:00Z,5449.269
