time (UTC),sea_floor_depth_below_sea_surface (m)
2017-01-01T00:00:00Z,1763.547
2017-01-01T00:30:00Z,1763.562
2017-01-01T01:00:00Z,1763.615
2017-01-01T01:30:00Z,1763.702
2017-01-01T02:00:00Z,1763.822
2017-01-01T02:30:00Z,1763.965
2017-01-01T03:00:00Z,1764.133
2017-01-01T03:30:00Z,1764.302
2017-01-01T04:00:00Z,1764.47
2017-01-01T04:30:00Z,1764.629
2017-01-01T05:00:00Z,1764.758
2017-01-01T05:30:00Z,1764.864
2017-01-01T06:00:00Z,1764.927
2017-01-01T06:30:00Z,1764.947
2017-01-01T07:00:00Z,1764.924
2017-01-01T07:30:00Z,1764.85
2017-01-01T08:00:00Z,1764.733
2017-01-01T08:30:00Z,1764.586
2017-01-01T09:00:00Z,1764.402
2017-01-01T09:30:00Z,1764.21
2017-01-01T10:00:00Z,1764.02
2017-01-01T10:30:00Z,1763.836
2017-01-01T11:00:00Z,1763.669
2017-01-01T11:30:00Z,1763.524
2017-01-01T12:00:00Z,1763.421
2017-01-01T12:30:00Z,1763.352
2017-01-01T13:00:00Z,1763.324
2017-01-01T13:30:00Z,1763.351
2017-01-01T14:00:00Z,1763.417
2017-01-01T14:30:00Z,1763.517
2017-01-01T15:00:00Z,1763.641
2017-01-01T15:30:00Z,1763.79
2017-01-01T16:00:00Z,1763.943
2017-01-01T16:30:00Z,1764.097
2017-01-01T17:00:00Z,1764.244
2017-01-01T17:30:00Z,1764.372
2017-01-01T18:00:00Z,1764.47
2017-01-01T18:30:00Z,1764.533
2017-01-01T19:00:00Z,1764.561
2017-01-01T19:30:00Z,1764.549
2017-01-01T20:00:00Z,1764.505
2017-01-01T20:30:00Z,1764.416
2017-01-01T21:00:00Z,1764.304
2017-01-01T21:30:00Z,1764.18
2017-01-01T22:00:00Z,1764.047
2017-01-01T22:30:00Z,1763.923
2017-01-01T23:00:00Z,1763.809
2017-01-01T23:30:00Z,1763.716
2017-01-02T00:00:00Z,1763.643
2017-01-02T00:30:00Z,1763.61
2017-01-02T01:00:00Z,1763.615
2017-01-02T01:30:00Z,1763.65
2017-01-02T02:00:00Z,1763.721
2017-01-02T02:30:00Z,1763.829
2017-01-02T03:00:00Z,1763.959
2017-01-02T03:30:00Z,1764.115
2017-01-02T04:00:00Z,1764.272
2017-01-02T04:30:00Z,1764.428
2017-01-02T05:00:00Z,1764.579
2017-01-02T05:30:00Z,1764.703
2017-01-02T06:00:00Z,1764.807
2017-01-02T06:30:00Z,1764.873
2017-01-02T07:00:00Z,1764.899
2017-01-02T07:30:00Z,1764.883
2017-01-02T08:00:00Z,1764.825
2017-01-02T08:30:00Z,1764.717
2017-01-02T09:00:00Z,1764.579
2017-01-02T09:30:00Z,1764.421
2017-01-02T10:00:00Z,1764.246
2017-01-02T10:30:00Z,1764.075
2017-01-02T11:00:00Z,1763.905
2017-01-02T11:30:00Z,1763.75
2017-01-02T12:00:00Z,1763.616
2017-01-02T12:30:00Z,1763.507
2017-01-02T13:00:00Z,1763.436
2017-01-02T13:30:00Z,1763.398
2017-01-02T14:00:00Z,1763.404
2017-01-02T14:30:00Z,1763.455
2017-01-02T15:00:00Z,1763.537
2017-01-02T15:30:00Z,1763.65
2017-01-02T16:00:00Z,1763.781
2017-01-02T16:30:00Z,1763.92
2017-01-02T17:00:00Z,1764.063
2017-01-02T17:30:00Z,1764.199
2017-01-02T18:00:00Z,1764.32
2017-01-02T18:30:00Z,1764.418
2017-01-02T19:00:00Z,1764.488
2017-01-02T19:30:00Z,1764.528
2017-01-02T20:00:00Z,1764.533
2017-01-02T20:30:00Z,1764.494
2017-01-02T21:00:00Z,1764.433
