Datetime,Lat.,Lon.,Total_SO2,OMTO3_O3,DateforKepler
20170911T050514440Z,31.19,121.29,-0.17600000000000002,278.569,2017/09/11 05:05:14.440
20170911T050521929Z,31.63,121.18,0.019,279.677,2017/09/11 05:05:21.929
20170911T050506952Z,30.81,121.93,0.079,283.45099999999996,2017/09/11 05:05:06.952
20170911T050514440Z,31.24,121.82,-0.036000000000000004,277.926,2017/09/11 05:05:14.440
20170911T050521929Z,31.68,121.71,0.073,282.64,2017/09/11 05:05:21.929
20170911T050514440Z,31.29,122.36,0.006999999999999999,281.633,2017/09/11 05:05:14.440
20170911T050521929Z,31.73,122.25,0.012,277.743,2017/09/11 05:05:21.929
20170912T044622422Z,30.76,120.74,-0.065,283.469,2017/09/12 04:46:22.422
20170912T044629910Z,31.19,120.6,-0.5820000000000001,290.367,2017/09/12 04:46:29.910
20170912T044614933Z,30.47,121.44,0.465,285.92900000000003,2017/09/12 04:46:14.933
20170912T044622422Z,30.9,121.3,-0.016,287.998,2017/09/12 04:46:22.422
20170912T044629910Z,31.34,121.16,0.203,290.369,2017/09/12 04:46:29.910
20170912T044637398Z,31.77,121.02,0.016,292.496,2017/09/12 04:46:37.398
20170912T044614933Z,30.6,121.98,-0.158,286.689,2017/09/12 04:46:14.933
20170912T044622422Z,31.03,121.84,0.109,286.918,2017/09/12 04:46:22.422
20170912T044629910Z,31.47,121.71,-0.121,289.707,2017/09/12 04:46:29.910
20170912T044637398Z,31.9,121.57,-0.14,292.298,2017/09/12 04:46:37.398
20170912T044622422Z,31.15,122.37,0.139,286.211,2017/09/12 04:46:22.422
20170912T044629910Z,31.58,122.24,-0.13699999999999998,289.47,2017/09/12 04:46:29.910
20170913T042744363Z,30.64,120.83,0.259,286.464,2017/09/13 04:27:44.363
20170913T042751851Z,31.06,120.67,-0.375,286.96299999999997,2017/09/13 04:27:51.851
20170913T042759340Z,31.49,120.51,-0.355,286.469,2017/09/13 04:27:59.340
20170913T042736875Z,30.56,121.83,0.161,285.788,2017/09/13 04:27:36.875
20170913T042744363Z,30.99,121.68,0.12,285.77,2017/09/13 04:27:44.363
20170913T042751851Z,31.42,121.52,0.22899999999999998,286.637,2017/09/13 04:27:51.851
20170913T042759340Z,31.84,121.36,0.053,286.46299999999997,2017/09/13 04:27:59.340
20170913T042744363Z,31.28,122.45,-0.075,284.519,2017/09/13 04:27:44.363
20170915T053028411Z,30.7,120.9,-0.005,281.642,2017/09/15 05:30:28.411
20170915T053035900Z,31.14,120.81,-0.245,279.18,2017/09/15 05:30:35.900
20170915T053043388Z,31.58,120.72,0.09300000000000001,273.95,2017/09/15 05:30:43.388
20170915T053028411Z,30.63,121.83,-0.096,267.455,2017/09/15 05:30:28.411
20170915T053035900Z,31.07,121.75,-0.10300000000000001,273.47700000000003,2017/09/15 05:30:35.900
20170915T053043388Z,31.51,121.66,0.026000000000000002,278.732,2017/09/15 05:30:43.388
20170915T053050876Z,31.95,121.58,-0.042,277.846,2017/09/15 05:30:50.876
20170916T051127894Z,30.68,120.92,-0.602,284.10200000000003,2017/09/16 05:11:27.894
20170916T051135382Z,31.12,120.81,0.39,285.627,2017/09/16 05:11:35.382
20170916T051142871Z,31.56,120.7,-0.387,286.154,2017/09/16 05:11:42.871
20170916T051120406Z,30.29,121.59,0.156,283.358,2017/09/16 05:11:20.406
20170916T051127894Z,30.73,121.48,0.132,282.10900000000004,2017/09/16 05:11:27.894
20170916T051135382Z,31.17,121.37,-0.142,282.785,2017/09/16 05:11:35.382
20170916T051142871Z,31.6,121.26,-0.239,284.552,2017/09/16 05:11:42.871
20170916T051127894Z,30.76,122.06,-0.261,281.888,2017/09/16 05:11:27.894
20170916T051135382Z,31.2,121.96,-0.23199999999999998,282.723,2017/09/16 05:11:35.382
20170916T051142871Z,31.64,121.85,0.084,283.911,2017/09/16 05:11:42.871
20170917T045234882Z,30.49,120.98,0.165,285.164,2017/09/17 04:52:34.882
20170917T045242370Z,30.92,120.84,0.324,286.327,2017/09/17 04:52:42.370
20170917T045249858Z,31.36,120.71,0.12300000000000001,287.973,2017/09/17 04:52:49.858
20170917T045234882Z,30.59,121.49,0.11199999999999999,285.559,2017/09/17 04:52:34.882
20170917T045242370Z,31.03,121.36,0.039,285.91200000000003,2017/09/17 04:52:42.370
20170917T045249858Z,31.46,121.23,0.038,287.395,2017/09/17 04:52:49.858
20170917T045257346Z,31.9,121.1,-0.179,288.529,2017/09/17 04:52:57.346
20170917T045234882Z,30.69,121.99,-0.132,285.605,2017/09/17 04:52:34.882
20170917T045242370Z,31.12,121.86,-0.035,285.711,2017/09/17 04:52:42.370
20170917T045249858Z,31.56,121.73,0.102,287.52299999999997,2017/09/17 04:52:49.858
20170917T045257346Z,32.0,121.6,0.165,288.839,2017/09/17 04:52:57.346
20170917T045242370Z,31.21,122.36,-0.135,285.52,2017/09/17 04:52:42.370
20170917T045249858Z,31.65,122.24,-0.086,286.645,2017/09/17 04:52:49.858
20170918T043356834Z,30.63,121.09,-0.129,284.791,2017/09/18 04:33:56.834
20170918T043404323Z,31.06,120.94,-0.035,285.676,2017/09/18 04:34:04.323
20170918T043411811Z,31.49,120.78,-0.192,286.47,2017/09/18 04:34:11.811
20170918T043349346Z,30.45,121.95,-0.015,285.382,2017/09/18 04:33:49.346
20170918T043356834Z,30.88,121.8,0.053,286.8,2017/09/18 04:33:56.834
20170918T043404323Z,31.31,121.65,-0.023,287.198,2017/09/18 04:34:04.323
20170918T043411811Z,31.74,121.5,-0.086,287.81,2017/09/18 04:34:11.811
20170918T043356834Z,31.09,122.46,-0.035,287.262,2017/09/18 04:33:56.834
20170918T043404323Z,31.53,122.32,0.239,287.813,2017/09/18 04:34:04.323
20170919T041518791Z,30.35,121.72,-0.042,268.53,2017/09/19 04:15:18.791
20170919T041526279Z,30.77,121.55,-0.395,264.54200000000003,2017/09/19 04:15:26.279
20170919T041533768Z,31.2,121.38,0.494,263.531,2017/09/19 04:15:33.768
20170919T041541256Z,31.62,121.2,-0.264,265.967,2017/09/19 04:15:41.256
20170920T053648368Z,30.3,121.33,-0.8140000000000001,258.657,2017/09/20 05:36:48.368
20170920T053655857Z,30.74,121.25,0.43799999999999994,262.875,2017/09/20 05:36:55.857
20170920T053703345Z,31.18,121.17,-0.802,263.256,2017/09/20 05:37:03.345
20170920T053710833Z,31.61,121.09,0.805,261.942,2017/09/20 05:37:10.833
20170920T053703345Z,31.01,122.39,0.08199999999999999,263.483,2017/09/20 05:37:03.345
20170920T053710833Z,31.45,122.32,-0.001,260.53,2017/09/20 05:37:10.833
20170921T051755342Z,30.98,120.42,0.519,254.68400000000003,2017/09/21 05:17:55.342
20170921T051747854Z,30.57,121.14,-0.105,264.587,2017/09/21 05:17:47.854
20170921T051755342Z,31.01,121.04,0.537,257.561,2017/09/21 05:17:55.342
20170921T051802830Z,31.44,120.93,0.298,252.204,2017/09/21 05:18:02.830
20170921T051810319Z,31.88,120.83,-0.285,252.518,2017/09/21 05:18:10.319
20170921T051747854Z,30.58,121.79,-0.19,267.765,2017/09/21 05:17:47.854
20170921T051755342Z,31.02,121.69,-0.02,266.967,2017/09/21 05:17:55.342
20170921T051802830Z,31.46,121.59,-0.017,257.278,2017/09/21 05:18:02.830
20170921T051810319Z,31.9,121.5,0.28300000000000003,250.577,2017/09/21 05:18:10.319
20170921T051755342Z,31.02,122.4,-0.036000000000000004,269.948,2017/09/21 05:17:55.342
20170921T051802830Z,31.46,122.31,-0.02,266.015,2017/09/21 05:18:02.830
20170923T044009300Z,30.79,122.3,-0.055,265.69,2017/09/23 04:40:09.300
20170923T044016788Z,31.23,122.16,0.27699999999999997,269.85200000000003,2017/09/23 04:40:16.788
20170923T044024277Z,31.66,122.02,0.051,269.356,2017/09/23 04:40:24.277
20170923T044009300Z,30.45,121.09,0.12300000000000001,268.217,2017/09/23 04:40:09.300
20170923T044016788Z,30.88,120.94,-0.003,272.035,2017/09/23 04:40:16.788
20170923T044024277Z,31.31,120.8,0.18,269.874,2017/09/23 04:40:24.277
20170923T044031765Z,31.74,120.65,0.006999999999999999,272.323,2017/09/23 04:40:31.765
20170923T044009300Z,30.63,121.71,0.179,268.07099999999997,2017/09/23 04:40:09.300
20170923T044016788Z,31.06,121.57,0.084,272.258,2017/09/23 04:40:16.788
20170923T044024277Z,31.5,121.42,0.063,270.462,2017/09/23 04:40:24.277
20170923T044031765Z,31.93,121.28,-0.27699999999999997,272.824,2017/09/23 04:40:31.765
20170924T042138734Z,30.67,121.28,0.257,256.445,2017/09/24 04:21:38.734
20170924T042146222Z,31.1,121.11,-0.275,259.699,2017/09/24 04:21:46.222
20170924T042153710Z,31.52,120.94,0.324,262.267,2017/09/24 04:21:53.710
20170924T042138734Z,31.1,122.22,0.13,264.991,2017/09/24 04:21:38.734
20170924T042146222Z,31.53,122.06,0.19399999999999998,268.5,2017/09/24 04:21:46.222
20170924T042153710Z,31.95,121.9,0.124,269.651,2017/09/24 04:21:53.710
20170925T054323306Z,30.8,120.83,-2.205,239.14700000000002,2017/09/25 05:43:23.306
20170925T054330795Z,31.23,120.76,-0.025,239.65099999999998,2017/09/25 05:43:30.795
20170925T054338283Z,31.67,120.69,0.037000000000000005,243.53099999999998,2017/09/25 05:43:38.283
20170926T052414308Z,30.75,120.87,0.348,270.536,2017/09/26 05:24:14.308
20170926T052421796Z,31.19,120.77,-0.042,270.231,2017/09/26 05:24:21.796
20170926T052429285Z,31.63,120.68,-0.45299999999999996,271.121,2017/09/26 05:24:29.285
20170926T052414308Z,30.73,121.63,-0.10099999999999999,269.749,2017/09/26 05:24:14.308
20170926T052421796Z,31.17,121.54,0.011000000000000001,268.499,2017/09/26 05:24:21.796
20170926T052429285Z,31.61,121.45,-0.079,269.097,2017/09/26 05:24:29.285
20170926T052436773Z,32.05,121.36,0.011000000000000001,269.453,2017/09/26 05:24:36.773
20170926T052421796Z,31.13,122.38,0.05,267.829,2017/09/26 05:24:21.796
20170926T052429285Z,31.57,122.3,0.02,267.626,2017/09/26 05:24:29.285
20170927T050513782Z,30.51,120.93,-0.384,280.23900000000003,2017/09/27 05:05:13.782
20170927T050521270Z,30.95,120.81,0.023,281.945,2017/09/27 05:05:21.270
20170927T050528759Z,31.39,120.69,-0.16699999999999998,282.337,2017/09/27 05:05:28.759
20170927T050513782Z,30.57,121.44,-0.052000000000000005,278.716,2017/09/27 05:05:13.782
20170927T050521270Z,31.01,121.32,-0.01,281.513,2017/09/27 05:05:21.270
20170927T050528759Z,31.45,121.21,-0.027000000000000003,283.215,2017/09/27 05:05:28.759
20170927T050536247Z,31.89,121.09,0.018000000000000002,282.829,2017/09/27 05:05:36.247
20170927T050513782Z,30.63,121.96,-0.075,275.66900000000004,2017/09/27 05:05:13.782
20170927T050521270Z,31.07,121.85,0.07200000000000001,280.568,2017/09/27 05:05:21.270
20170927T050528759Z,31.5,121.73,0.075,283.233,2017/09/27 05:05:28.759
20170927T050536247Z,31.94,121.62,-0.042,283.593,2017/09/27 05:05:36.247
20170927T050521270Z,31.12,122.38,0.008,279.29200000000003,2017/09/27 05:05:21.270
20170927T050528759Z,31.55,122.27,0.055,281.07,2017/09/27 05:05:28.759
20170928T044628254Z,30.53,120.79,-0.38799999999999996,269.91200000000003,2017/09/28 04:46:28.254
20170928T044635742Z,30.96,120.65,-0.35700000000000004,269.309,2017/09/28 04:46:35.742
20170928T044643231Z,31.4,120.51,-0.32899999999999996,269.085,2017/09/28 04:46:43.231
20170928T044628254Z,30.67,121.35,0.036000000000000004,269.091,2017/09/28 04:46:28.254
20170928T044635742Z,31.11,121.22,0.691,268.425,2017/09/28 04:46:35.742
20170928T044643231Z,31.54,121.08,0.35100000000000003,270.673,2017/09/28 04:46:43.231
20170928T044628254Z,30.8,121.89,-0.17,266.0,2017/09/28 04:46:28.254
20170928T044635742Z,31.24,121.76,0.024,267.515,2017/09/28 04:46:35.742
20170928T044643231Z,31.67,121.62,-0.111,269.992,2017/09/28 04:46:43.231
20170928T044628254Z,30.92,122.42,0.025,267.094,2017/09/28 04:46:28.254
20170928T044635742Z,31.35,122.29,0.034,267.964,2017/09/28 04:46:35.742
20170928T044643231Z,31.79,122.15,0.23,269.965,2017/09/28 04:46:43.231
20170929T042750205Z,30.44,120.91,0.039,267.767,2017/09/29 04:27:50.205
20170929T042757694Z,30.86,120.75,-0.708,268.461,2017/09/29 04:27:57.694
20170929T042805182Z,31.29,120.58,0.63,269.79400000000004,2017/09/29 04:28:05.182
20170929T042750205Z,30.79,121.75,-0.195,267.7,2017/09/29 04:27:50.205
20170929T042757694Z,31.21,121.6,-0.09699999999999999,267.129,2017/09/29 04:27:57.694
20170929T042805182Z,31.64,121.44,-0.579,268.8,2017/09/29 04:28:05.182
20170929T042757694Z,31.51,122.37,-0.031,276.425,2017/09/29 04:27:57.694
20171001T053032250Z,30.43,120.95,0.23600000000000002,260.221,2017/10/01 05:30:32.250
20171001T053039738Z,30.87,120.86,0.08900000000000001,263.276,2017/10/01 05:30:39.738
20171001T053047227Z,31.31,120.77,-1.0090000000000001,264.639,2017/10/01 05:30:47.227
20171001T053054715Z,31.75,120.69,-0.195,262.23,2017/10/01 05:30:54.715
20171001T053032250Z,30.36,121.88,0.11800000000000001,262.318,2017/10/01 05:30:32.250
20171001T053039738Z,30.8,121.79,-0.361,263.566,2017/10/01 05:30:39.738
20171001T053047227Z,31.24,121.71,-0.022000000000000002,263.612,2017/10/01 05:30:47.227
20171001T053054715Z,31.68,121.63,-0.042,262.77,2017/10/01 05:30:54.715
20171002T051130751Z,30.39,120.99,0.004,276.26599999999996,2017/10/02 05:11:30.751
20171002T051138239Z,30.83,120.88,-0.048,269.356,2017/10/02 05:11:38.239
20171002T051145727Z,31.27,120.77,-0.37,261.17900000000003,2017/10/02 05:11:45.727
20171002T051153216Z,31.71,120.66,-1.014,257.92400000000004,2017/10/02 05:11:53.216
20171002T051130751Z,30.43,121.55,0.126,274.74,2017/10/02 05:11:30.751
20171002T051138239Z,30.87,121.44,-0.09699999999999999,269.4,2017/10/02 05:11:38.239
20171002T051145727Z,31.31,121.33,-0.342,270.64799999999997,2017/10/02 05:11:45.727
20171002T051153216Z,31.75,121.22,-0.8320000000000001,263.597,2017/10/02 05:11:53.216
20171002T051138239Z,30.91,122.02,-0.213,272.093,2017/10/02 05:11:38.239
20171002T051145727Z,31.34,121.92,-0.129,271.26599999999996,2017/10/02 05:11:45.727
20171002T051153216Z,31.78,121.81,-0.503,261.875,2017/10/02 05:11:53.216
20171003T045244215Z,30.6,120.94,-0.136,267.627,2017/10/03 04:52:44.215
20171003T045251703Z,31.04,120.8,0.36200000000000004,264.82599999999996,2017/10/03 04:52:51.703
20171003T045259191Z,31.48,120.67,-0.188,262.205,2017/10/03 04:52:59.191
20171003T045244215Z,30.71,121.45,0.536,266.34,2017/10/03 04:52:44.215
20171003T045251703Z,31.15,121.32,0.262,264.26599999999996,2017/10/03 04:52:51.703
20171003T045259191Z,31.58,121.19,-0.21,263.267,2017/10/03 04:52:59.191
20171003T045244215Z,30.8,121.95,-0.16699999999999998,267.672,2017/10/03 04:52:44.215
20171003T045251703Z,31.24,121.82,0.163,264.108,2017/10/03 04:52:51.703
20171003T045259191Z,31.68,121.7,-0.032,264.911,2017/10/03 04:52:59.191
20171003T045251703Z,31.33,122.32,-0.272,262.006,2017/10/03 04:52:51.703
20171003T045259191Z,31.77,122.2,0.17800000000000002,263.923,2017/10/03 04:52:59.191
20171004T043358667Z,30.35,121.18,-0.304,271.79200000000003,2017/10/04 04:33:58.667
20171004T043406155Z,30.78,121.03,0.27,272.806,2017/10/04 04:34:06.155
20171004T043413643Z,31.21,120.88,0.218,273.501,2017/10/04 04:34:13.643
20171004T043421131Z,31.64,120.73,-0.489,269.96,2017/10/04 04:34:21.131
20171004T043358667Z,30.6,121.89,-0.091,273.052,2017/10/04 04:33:58.667
20171004T043406155Z,31.03,121.74,0.079,274.752,2017/10/04 04:34:06.155
20171004T043413643Z,31.46,121.59,0.046,271.652,2017/10/04 04:34:13.643
20171004T043421131Z,31.89,121.44,-0.494,266.83,2017/10/04 04:34:21.131
20171004T043406155Z,31.24,122.41,-0.07400000000000001,273.298,2017/10/04 04:34:06.155
20171004T043413643Z,31.67,122.26,0.515,269.105,2017/10/04 04:34:13.643
20171005T041527117Z,30.47,121.67,-0.05,266.322,2017/10/05 04:15:27.117
20171005T041534605Z,30.89,121.5,-0.821,265.569,2017/10/05 04:15:34.605
20171005T041542093Z,31.32,121.32,0.38299999999999995,268.221,2017/10/05 04:15:42.093
20171005T041549582Z,31.74,121.15,-0.528,265.573,2017/10/05 04:15:49.582
20171006T053655693Z,30.39,121.3,-0.562,269.415,2017/10/06 05:36:55.693
20171006T053703181Z,30.83,121.22,0.14800000000000002,271.041,2017/10/06 05:37:03.181
20171006T053710670Z,31.26,121.14,0.34600000000000003,271.618,2017/10/06 05:37:10.670
20171006T053718158Z,31.7,121.07,0.083,271.995,2017/10/06 05:37:18.158
20171006T053710670Z,31.1,122.36,0.084,270.155,2017/10/06 05:37:10.670
20171006T053718158Z,31.53,122.29,0.027000000000000003,272.284,2017/10/06 05:37:18.158
20171007T051755177Z,30.69,121.1,-0.33899999999999997,273.431,2017/10/07 05:17:55.177
20171007T051802665Z,31.13,121.0,0.11900000000000001,273.613,2017/10/07 05:18:02.665
20171007T051810154Z,31.57,120.89,0.765,274.063,2017/10/07 05:18:10.154
20171007T051755177Z,30.7,121.75,0.159,272.846,2017/10/07 05:17:55.177
20171007T051802665Z,31.14,121.66,0.035,273.513,2017/10/07 05:18:02.665
20171007T051810154Z,31.58,121.56,0.14300000000000002,274.13599999999997,2017/10/07 05:18:10.154
20171007T051817642Z,32.02,121.46,-0.179,275.191,2017/10/07 05:18:17.642
20171007T051802665Z,31.14,122.36,0.047,274.002,2017/10/07 05:18:02.665
20171007T051810154Z,31.58,122.27,0.054000000000000006,275.295,2017/10/07 05:18:10.154
20171008T045901164Z,30.65,120.92,0.08800000000000001,268.10900000000004,2017/10/08 04:59:01.164
20171008T045908652Z,31.09,120.79,0.297,267.643,2017/10/08 04:59:08.652
20171008T045916141Z,31.53,120.67,0.16399999999999998,268.994,2017/10/08 04:59:16.141
20171008T045901164Z,30.71,121.26,-0.033,268.008,2017/10/08 04:59:01.164
20171008T045908652Z,31.15,121.14,-0.304,268.743,2017/10/08 04:59:08.652
20171008T045916141Z,31.58,121.02,-0.25,269.453,2017/10/08 04:59:16.141
20171008T045853676Z,30.31,121.63,0.125,268.563,2017/10/08 04:58:53.676
20171008T045901164Z,30.75,121.51,0.17800000000000002,268.711,2017/10/08 04:59:01.164
20171008T045908652Z,31.19,121.39,0.183,268.545,2017/10/08 04:59:08.652
20171008T045916141Z,31.62,121.27,0.282,268.966,2017/10/08 04:59:16.141
20171008T045901164Z,30.81,121.91,0.158,269.094,2017/10/08 04:59:01.164
20171008T045908652Z,31.24,121.79,0.322,269.009,2017/10/08 04:59:08.652
20171008T045916141Z,31.68,121.67,-0.047,268.92400000000004,2017/10/08 04:59:16.141
20171008T045901164Z,30.87,122.41,0.075,270.132,2017/10/08 04:59:01.164
20171008T045908652Z,31.31,122.29,0.106,270.291,2017/10/08 04:59:08.652
20171008T045916141Z,31.75,122.17,0.017,270.17400000000004,2017/10/08 04:59:16.141
20171009T044014628Z,30.86,122.26,0.20800000000000002,270.59,2017/10/09 04:40:14.628
20171009T044022117Z,31.3,122.12,-0.182,271.757,2017/10/09 04:40:22.117
20171009T044029605Z,31.73,121.98,0.20199999999999999,271.741,2017/10/09 04:40:29.605
20171009T044014628Z,30.52,121.05,0.075,270.79,2017/10/09 04:40:14.628
20171009T044022117Z,30.95,120.91,0.134,272.865,2017/10/09 04:40:22.117
20171009T044029605Z,31.38,120.76,-0.053,270.689,2017/10/09 04:40:29.605
20171009T044014628Z,30.7,121.67,0.18600000000000003,270.936,2017/10/09 04:40:14.628
20171009T044022117Z,31.13,121.53,-0.07400000000000001,274.678,2017/10/09 04:40:22.117
20171009T044029605Z,31.57,121.39,-0.11699999999999999,272.285,2017/10/09 04:40:29.605
20171009T044037093Z,32.0,121.24,0.067,272.24,2017/10/09 04:40:37.093
20171010T042136583Z,30.35,121.39,-0.433,263.967,2017/10/10 04:21:36.583
20171010T042144071Z,30.77,121.23,0.067,267.939,2017/10/10 04:21:44.071
20171010T042151559Z,31.2,121.06,0.48700000000000004,268.846,2017/10/10 04:21:51.559
20171010T042159048Z,31.62,120.89,-0.003,269.91700000000003,2017/10/10 04:21:59.048
20171010T042136583Z,30.78,122.33,-0.205,262.143,2017/10/10 04:21:36.583
20171010T042144071Z,31.2,122.17,-0.317,265.939,2017/10/10 04:21:44.071
20171010T042151559Z,31.63,122.01,0.011000000000000001,268.258,2017/10/10 04:21:51.559
20171011T054326636Z,30.81,120.81,0.212,269.598,2017/10/11 05:43:26.636
20171011T054334124Z,31.24,120.74,0.193,268.465,2017/10/11 05:43:34.124
20171011T054341612Z,31.68,120.67,-0.154,266.418,2017/10/11 05:43:41.612
20171012T052411137Z,30.41,120.92,0.003,265.791,2017/10/12 05:24:11.137
20171012T052418626Z,30.85,120.83,-0.19399999999999998,261.113,2017/10/12 05:24:18.626
20171012T052426114Z,31.29,120.73,0.309,257.578,2017/10/12 05:24:26.114
20171012T052433602Z,31.73,120.64,0.557,255.69099999999997,2017/10/12 05:24:33.602
20171012T052411137Z,30.39,121.68,-0.005,268.181,2017/10/12 05:24:11.137
20171012T052418626Z,30.83,121.59,-0.011000000000000001,264.633,2017/10/12 05:24:18.626
20171012T052426114Z,31.27,121.5,-0.314,260.353,2017/10/12 05:24:26.114
20171012T052433602Z,31.71,121.41,0.491,256.486,2017/10/12 05:24:33.602
20171012T052426114Z,31.23,122.34,0.064,264.39799999999997,2017/10/12 05:24:26.114
20171012T052433602Z,31.67,122.26,0.13699999999999998,259.753,2017/10/12 05:24:33.602
20171013T050517120Z,30.59,120.89,-0.165,249.993,2017/10/13 05:05:17.120
20171013T050524608Z,31.03,120.77,0.251,252.62,2017/10/13 05:05:24.608
20171013T050532096Z,31.46,120.65,0.48,255.843,2017/10/13 05:05:32.096
20171013T050517120Z,30.65,121.4,0.396,250.003,2017/10/13 05:05:17.120
20171013T050524608Z,31.09,121.28,0.401,251.917,2017/10/13 05:05:24.608
20171013T050532096Z,31.53,121.17,-0.251,258.22,2017/10/13 05:05:32.096
20171013T050539585Z,31.96,121.05,0.38,259.545,2017/10/13 05:05:39.585
20171013T050517120Z,30.7,121.92,0.011000000000000001,246.925,2017/10/13 05:05:17.120
20171013T050524608Z,31.14,121.81,0.037000000000000005,249.87599999999998,2017/10/13 05:05:24.608
20171013T050532096Z,31.58,121.69,0.17600000000000002,254.687,2017/10/13 05:05:32.096
20171013T050539585Z,32.02,121.58,-0.02,256.309,2017/10/13 05:05:39.585
20171013T050524608Z,31.19,122.35,0.196,248.291,2017/10/13 05:05:24.608
20171013T050532096Z,31.63,122.24,0.45,250.541,2017/10/13 05:05:32.096
20171014T044631573Z,30.64,120.74,0.35,251.852,2017/10/14 04:46:31.573
20171014T044639061Z,31.07,120.6,0.96,253.02,2017/10/14 04:46:39.061
20171014T044646550Z,31.51,120.46,0.018000000000000002,254.72799999999998,2017/10/14 04:46:46.550
20171014T044624085Z,30.35,121.44,-0.08800000000000001,243.873,2017/10/14 04:46:24.085
20171014T044631573Z,30.78,121.3,-0.535,249.705,2017/10/14 04:46:31.573
20171014T044639061Z,31.22,121.16,0.023,252.669,2017/10/14 04:46:39.061
20171014T044646550Z,31.65,121.03,-0.142,254.65900000000002,2017/10/14 04:46:46.550
20171014T044624085Z,30.48,121.98,-0.043,241.08599999999998,2017/10/14 04:46:24.085
20171014T044631573Z,30.91,121.84,0.037000000000000005,246.981,2017/10/14 04:46:31.573
20171014T044639061Z,31.35,121.71,0.145,252.072,2017/10/14 04:46:39.061
20171014T044646550Z,31.78,121.57,0.17,254.463,2017/10/14 04:46:46.550
20171014T044631573Z,31.03,122.37,0.027000000000000003,245.28599999999997,2017/10/14 04:46:31.573
20171014T044639061Z,31.46,122.24,-0.086,251.393,2017/10/14 04:46:39.061
20171015T042752536Z,30.5,120.84,-0.10800000000000001,242.19799999999998,2017/10/15 04:27:52.536
20171015T042800024Z,30.93,120.68,0.065,243.99,2017/10/15 04:28:00.024
20171015T042807512Z,31.36,120.52,-0.09,252.942,2017/10/15 04:28:07.512
20171015T042745047Z,30.42,121.84,0.34,233.445,2017/10/15 04:27:45.047
20171015T042752536Z,30.85,121.69,-0.41600000000000004,239.44400000000002,2017/10/15 04:27:52.536
20171015T042800024Z,31.28,121.53,-0.096,246.46599999999998,2017/10/15 04:28:00.024
20171015T042807512Z,31.71,121.37,0.196,253.52700000000002,2017/10/15 04:28:07.512
20171015T042752536Z,31.15,122.46,0.006,240.52900000000002,2017/10/15 04:27:52.536
20171015T042800024Z,31.58,122.31,0.087,246.312,2017/10/15 04:28:00.024
20171017T053034591Z,30.51,120.89,-0.337,243.00400000000002,2017/10/17 05:30:34.591
20171017T053042079Z,30.95,120.8,1.067,240.667,2017/10/17 05:30:42.079
20171017T053049567Z,31.39,120.72,-0.293,241.101,2017/10/17 05:30:49.567
20171017T053034591Z,30.44,121.82,-0.114,249.59099999999998,2017/10/17 05:30:34.591
20171017T053042079Z,30.88,121.74,-0.34600000000000003,244.196,2017/10/17 05:30:42.079
20171017T053049567Z,31.32,121.65,0.379,243.245,2017/10/17 05:30:49.567
20171017T053057056Z,31.76,121.57,0.8640000000000001,242.293,2017/10/17 05:30:57.056
20171018T051134078Z,30.54,120.91,0.013000000000000001,257.033,2017/10/18 05:11:34.078
20171018T051141566Z,30.98,120.8,0.452,256.644,2017/10/18 05:11:41.566
20171018T051149054Z,31.42,120.69,0.233,256.255,2017/10/18 05:11:49.054
20171018T051134078Z,30.58,121.47,-0.24600000000000002,255.40599999999998,2017/10/18 05:11:34.078
20171018T051141566Z,31.02,121.36,0.701,255.209,2017/10/18 05:11:41.566
20171018T051149054Z,31.46,121.26,-0.07,257.043,2017/10/18 05:11:49.054
20171018T051156543Z,31.9,121.15,0.13,256.906,2017/10/18 05:11:56.543
20171018T051134078Z,30.61,122.05,-0.125,255.68,2017/10/18 05:11:34.078
20171018T051141566Z,31.05,121.95,-0.005,255.312,2017/10/18 05:11:41.566
20171018T051149054Z,31.49,121.84,0.139,255.51,2017/10/18 05:11:49.054
20171018T051156543Z,31.93,121.74,-0.027000000000000003,257.907,2017/10/18 05:11:56.543
20171019T045247530Z,30.76,120.85,0.645,259.129,2017/10/19 04:52:47.530
20171019T045255019Z,31.19,120.72,-0.24100000000000002,256.768,2017/10/19 04:52:55.019
20171019T045302507Z,31.63,120.59,0.387,259.17,2017/10/19 04:53:02.507
20171019T045240042Z,30.43,121.49,-0.069,261.887,2017/10/19 04:52:40.042
20171019T045247530Z,30.86,121.36,-0.34600000000000003,260.845,2017/10/19 04:52:47.530
20171019T045255019Z,31.3,121.24,-0.39299999999999996,255.908,2017/10/19 04:52:55.019
20171019T045302507Z,31.73,121.1,0.161,255.81099999999998,2017/10/19 04:53:02.507
20171019T045240042Z,30.52,121.99,0.136,261.91200000000003,2017/10/19 04:52:40.042
20171019T045247530Z,30.96,121.87,-0.183,261.363,2017/10/19 04:52:47.530
20171019T045255019Z,31.39,121.74,-0.203,260.29900000000004,2017/10/19 04:52:55.019
20171019T045302507Z,31.83,121.61,-0.047,253.00599999999997,2017/10/19 04:53:02.507
20171019T045247530Z,31.04,122.37,-0.054000000000000006,263.031,2017/10/19 04:52:47.530
20171019T045255019Z,31.48,122.24,0.09300000000000001,262.839,2017/10/19 04:52:55.019
20171020T043402006Z,30.51,121.09,0.01,272.394,2017/10/20 04:34:02.006
