Datetime,Lat.,Lon.,Total_SO2,OMTO3_O3,DateforKepler
20120203T044508797Z,30.81,120.8,1.34,246.56099999999998,2012/02/03 04:45:08.797
20120203T044516285Z,31.24,120.66,1.6969999999999998,247.801,2012/02/03 04:45:16.285
20120203T044501308Z,30.51,121.5,0.243,243.453,2012/02/03 04:45:01.308
20120203T044508797Z,30.95,121.37,-0.366,244.435,2012/02/03 04:45:08.797
20120203T044516285Z,31.38,121.23,0.317,246.93400000000003,2012/02/03 04:45:16.285
20120203T044523773Z,31.82,121.09,0.17600000000000002,249.959,2012/02/03 04:45:23.773
20120203T044501308Z,30.64,122.04,-0.653,243.88,2012/02/03 04:45:01.308
20120203T044508797Z,31.08,121.91,0.129,245.382,2012/02/03 04:45:08.797
20120203T044516285Z,31.51,121.77,0.16899999999999998,247.899,2012/02/03 04:45:16.285
20120203T044523773Z,31.95,121.64,0.318,250.783,2012/02/03 04:45:23.773
20120203T044508797Z,31.19,122.43,0.517,246.077,2012/02/03 04:45:08.797
20120203T044516285Z,31.63,122.3,-0.085,249.112,2012/02/03 04:45:16.285
20120204T042626784Z,30.47,120.98,-0.838,262.37,2012/02/04 04:26:26.784
20120204T042634272Z,30.9,120.82,-0.064,263.902,2012/02/04 04:26:34.272
20120204T042641760Z,31.33,120.65,-0.188,270.442,2012/02/04 04:26:41.760
20120204T042626784Z,30.82,121.82,0.018000000000000002,266.165,2012/02/04 04:26:26.784
20120204T042634272Z,31.25,121.66,1.225,271.441,2012/02/04 04:26:34.272
20120204T042641760Z,31.68,121.51,0.805,276.71299999999997,2012/02/04 04:26:41.760
20120206T052910365Z,30.52,120.99,0.121,260.036,2012/02/06 05:29:10.365
20120206T052917853Z,30.96,120.9,-0.322,262.593,2012/02/06 05:29:17.853
20120206T052925341Z,31.4,120.82,1.091,264.861,2012/02/06 05:29:25.341
20120206T052932829Z,31.84,120.73,0.924,267.901,2012/02/06 05:29:32.829
20120206T052910365Z,30.45,121.92,0.301,266.515,2012/02/06 05:29:10.365
20120206T052917853Z,30.89,121.84,0.26899999999999996,265.815,2012/02/06 05:29:17.853
20120206T052925341Z,31.32,121.75,-0.512,266.503,2012/02/06 05:29:25.341
20120206T052932829Z,31.76,121.67,0.21,267.94599999999997,2012/02/06 05:29:32.829
20120211T053537414Z,30.6,121.32,0.5670000000000001,263.785,2012/02/11 05:35:37.414
20120211T053544902Z,31.03,121.24,0.34299999999999997,266.35900000000004,2012/02/11 05:35:44.902
20120211T053552391Z,31.47,121.16,0.377,268.933,2012/02/11 05:35:52.391
20120211T053559879Z,31.91,121.08,0.083,271.508,2012/02/11 05:35:59.879
20120211T053552391Z,31.3,122.38,0.057,264.406,2012/02/11 05:35:52.391
20120215T042017870Z,30.47,121.41,-0.08199999999999999,274.099,2012/02/15 04:20:17.870
20120215T042025358Z,30.89,121.25,0.258,275.159,2012/02/15 04:20:25.358
20120215T042032846Z,31.32,121.08,-0.256,274.038,2012/02/15 04:20:32.846
20120215T042040334Z,31.74,120.91,0.313,272.118,2012/02/15 04:20:40.334
20120215T042017870Z,30.9,122.36,0.235,278.279,2012/02/15 04:20:17.870
20120215T042025358Z,31.32,122.19,0.09699999999999999,278.046,2012/02/15 04:20:25.358
20120215T042032846Z,31.75,122.03,0.19699999999999998,277.439,2012/02/15 04:20:32.846
20120216T054200459Z,30.47,120.91,-0.254,254.765,2012/02/16 05:42:00.459
20120216T054207947Z,30.91,120.84,-0.033,256.27,2012/02/16 05:42:07.947
20120216T054215435Z,31.35,120.77,0.5429999999999999,257.932,2012/02/16 05:42:15.435
20120216T054222924Z,31.78,120.69,0.037000000000000005,259.591,2012/02/16 05:42:22.924
20120218T050354476Z,30.43,120.98,0.126,263.814,2012/02/18 05:03:54.476
20120218T050401964Z,30.87,120.86,0.075,264.35200000000003,2012/02/18 05:04:01.964
20120218T050409453Z,31.31,120.75,0.815,265.525,2012/02/18 05:04:09.453
20120218T050416941Z,31.74,120.63,0.457,266.427,2012/02/18 05:04:16.941
20120218T050354476Z,30.49,121.49,0.10099999999999999,262.79900000000004,2012/02/18 05:03:54.476
20120218T050401964Z,30.93,121.37,-0.561,263.21,2012/02/18 05:04:01.964
20120218T050409453Z,31.37,121.26,0.22699999999999998,264.305,2012/02/18 05:04:09.453
20120218T050416941Z,31.81,121.14,-0.19899999999999998,265.577,2012/02/18 05:04:16.941
20120218T050354476Z,30.55,122.01,0.435,261.926,2012/02/18 05:03:54.476
20120218T050401964Z,30.98,121.9,-0.024,262.34,2012/02/18 05:04:01.964
20120218T050409453Z,31.42,121.78,0.08199999999999999,264.11,2012/02/18 05:04:09.453
20120218T050416941Z,31.86,121.67,-0.155,265.645,2012/02/18 05:04:16.941
20120218T050401964Z,31.03,122.43,-0.039,264.325,2012/02/18 05:04:01.964
20120218T050409453Z,31.47,122.32,-0.045,266.692,2012/02/18 05:04:09.453
20120220T042634431Z,30.58,120.87,0.938,279.04,2012/02/20 04:26:34.431
20120220T042641919Z,31.01,120.71,1.7109999999999999,278.44599999999997,2012/02/20 04:26:41.919
20120220T042649407Z,31.43,120.55,-0.027999999999999997,279.965,2012/02/20 04:26:49.407
20120220T042626942Z,30.5,121.87,0.696,280.503,2012/02/20 04:26:26.942
20120220T042634431Z,30.93,121.71,0.731,279.716,2012/02/20 04:26:34.431
20120220T042641919Z,31.36,121.56,-0.429,281.019,2012/02/20 04:26:41.919
20120220T042649407Z,31.79,121.4,-0.008,280.933,2012/02/20 04:26:49.407
20120226T041411962Z,30.61,121.63,0.069,256.317,2012/02/26 04:14:11.962
20120226T041419450Z,31.03,121.45,0.175,256.809,2012/02/26 04:14:19.450
20120226T041426938Z,31.45,121.28,-0.607,259.264,2012/02/26 04:14:26.938
20120226T041434426Z,31.87,121.11,-0.613,261.629,2012/02/26 04:14:34.426
20120227T053539580Z,30.46,121.28,0.636,273.108,2012/02/27 05:35:39.580
20120227T053547068Z,30.9,121.21,0.001,271.514,2012/02/27 05:35:47.068
20120227T053554556Z,31.33,121.13,0.35,271.71,2012/02/27 05:35:54.556
20120227T053602045Z,31.77,121.05,0.36200000000000004,270.809,2012/02/27 05:36:02.045
20120227T053554556Z,31.17,122.35,0.03,271.178,2012/02/27 05:35:54.556
20120227T053602045Z,31.61,122.27,0.033,272.375,2012/02/27 05:36:02.045
20120228T051637086Z,30.64,121.11,0.136,336.574,2012/02/28 05:16:37.086
20120228T051644574Z,31.08,121.01,0.161,341.06699999999995,2012/02/28 05:16:44.574
20120228T051652062Z,31.52,120.9,0.47100000000000003,345.55800000000005,2012/02/28 05:16:52.062
20120228T051637086Z,30.65,121.76,-0.026000000000000002,327.35400000000004,2012/02/28 05:16:37.086
20120228T051644574Z,31.09,121.66,0.114,324.416,2012/02/28 05:16:44.574
20120228T051652062Z,31.53,121.57,0.214,321.48,2012/02/28 05:16:52.062
20120228T051659551Z,31.97,121.47,0.595,324.78700000000003,2012/02/28 05:16:59.551
20120228T051644574Z,31.09,122.37,0.012,324.909,2012/02/28 05:16:44.574
20120228T051652062Z,31.53,122.28,0.037000000000000005,325.688,2012/02/28 05:16:52.062
20120302T042022038Z,30.49,121.35,0.019,252.882,2012/03/02 04:20:22.038
20120302T042029526Z,30.92,121.18,-0.622,257.138,2012/03/02 04:20:29.526
20120302T042037015Z,31.34,121.01,-2.617,262.551,2012/03/02 04:20:37.015
20120302T042044503Z,31.76,120.85,-0.139,277.867,2012/03/02 04:20:44.503
20120302T042022038Z,30.92,122.29,0.095,262.098,2012/03/02 04:20:22.038
20120302T042029526Z,31.35,122.13,-0.591,257.2,2012/03/02 04:20:29.526
20120302T042037015Z,31.77,121.96,-0.213,261.86,2012/03/02 04:20:37.015
20120305T050400645Z,30.6,120.88,0.046,261.712,2012/03/05 05:04:00.645
20120305T050408133Z,31.04,120.77,-0.006,264.809,2012/03/05 05:04:08.133
20120305T050415622Z,31.48,120.65,-0.6829999999999999,269.664,2012/03/05 05:04:15.622
20120305T050400645Z,30.66,121.39,-0.08900000000000001,260.72,2012/03/05 05:04:00.645
20120305T050408133Z,31.1,121.28,-0.893,262.447,2012/03/05 05:04:08.133
20120305T050415622Z,31.54,121.16,-0.405,270.18,2012/03/05 05:04:15.622
20120305T050423110Z,31.98,121.04,0.098,272.48400000000004,2012/03/05 05:04:23.110
20120305T050400645Z,30.72,121.91,-0.322,259.538,2012/03/05 05:04:00.645
20120305T050408133Z,31.16,121.8,-0.034,262.968,2012/03/05 05:04:08.133
20120305T050415622Z,31.6,121.69,0.129,268.247,2012/03/05 05:04:15.622
20120305T050423110Z,32.04,121.57,-0.008,273.526,2012/03/05 05:04:23.110
20120305T050408133Z,31.21,122.34,0.002,262.60900000000004,2012/03/05 05:04:08.133
20120305T050415622Z,31.65,122.23,-0.025,267.835,2012/03/05 05:04:15.622
20120306T044513136Z,30.54,120.77,0.7290000000000001,279.81,2012/03/06 04:45:13.136
20120306T044520624Z,30.97,120.63,1.35,289.704,2012/03/06 04:45:20.624
20120306T044528113Z,31.41,120.49,2.992,299.591,2012/03/06 04:45:28.113
20120306T044513136Z,30.68,121.33,1.86,268.853,2012/03/06 04:45:13.136
20120306T044520624Z,31.12,121.19,3.3289999999999997,270.17900000000003,2012/03/06 04:45:20.624
20120306T044528113Z,31.55,121.06,4.468,271.504,2012/03/06 04:45:28.113
20120306T044513136Z,30.81,121.87,1.39,273.3,2012/03/06 04:45:13.136
20120306T044520624Z,31.24,121.74,2.459,275.04200000000003,2012/03/06 04:45:20.624
20120306T044528113Z,31.68,121.6,2.464,276.783,2012/03/06 04:45:28.113
20120306T044513136Z,30.93,122.4,1.406,243.938,2012/03/06 04:45:13.136
20120306T044520624Z,31.36,122.26,1.944,238.608,2012/03/06 04:45:20.624
20120306T044528113Z,31.8,122.13,1.0959999999999999,233.28099999999998,2012/03/06 04:45:28.113
20120309T052921687Z,30.72,120.84,1.1440000000000001,254.94,2012/03/09 05:29:21.687
20120309T052929175Z,31.16,120.75,2.002,258.348,2012/03/09 05:29:29.175
20120309T052936663Z,31.6,120.67,2.198,261.755,2012/03/09 05:29:36.663
20120309T052921687Z,30.65,121.78,-0.473,252.396,2012/03/09 05:29:21.687
20120309T052929175Z,31.09,121.69,0.027000000000000003,256.847,2012/03/09 05:29:29.175
20120309T052936663Z,31.53,121.61,0.044000000000000004,261.395,2012/03/09 05:29:36.663
20120309T052944151Z,31.97,121.52,0.897,265.947,2012/03/09 05:29:44.151
20120319T054207302Z,30.65,120.8,-0.147,291.741,2012/03/19 05:42:07.302
20120319T054214790Z,31.09,120.73,0.301,298.558,2012/03/19 05:42:14.790
20120319T054222278Z,31.53,120.66,0.12,303.416,2012/03/19 05:42:22.278
20120320T052256324Z,30.53,120.86,0.172,306.27299999999997,2012/03/20 05:22:56.324
20120320T052303812Z,30.97,120.76,0.193,308.301,2012/03/20 05:23:03.812
20120320T052311300Z,31.41,120.67,0.414,308.657,2012/03/20 05:23:11.300
20120320T052256324Z,30.51,121.62,0.142,299.768,2012/03/20 05:22:56.324
20120320T052303812Z,30.95,121.53,-0.27699999999999997,301.89599999999996,2012/03/20 05:23:03.812
20120320T052311300Z,31.39,121.44,-0.322,306.278,2012/03/20 05:23:11.300
20120320T052318789Z,31.83,121.35,0.2,310.183,2012/03/20 05:23:18.789
20120320T052303812Z,30.91,122.37,0.28300000000000003,297.094,2012/03/20 05:23:03.812
20120320T052311300Z,31.35,122.28,0.306,303.216,2012/03/20 05:23:11.300
20120322T044514808Z,30.66,120.69,-0.34600000000000003,295.66700000000003,2012/03/22 04:45:14.808
20120322T044522296Z,31.1,120.55,0.027000000000000003,294.654,2012/03/22 04:45:22.296
20120322T044507319Z,30.37,121.39,0.027000000000000003,295.698,2012/03/22 04:45:07.319
20120322T044514808Z,30.81,121.26,0.125,295.19599999999997,2012/03/22 04:45:14.808
20120322T044522296Z,31.24,121.12,-0.128,295.57,2012/03/22 04:45:22.296
20120322T044529784Z,31.68,120.98,0.16399999999999998,296.216,2012/03/22 04:45:29.784
20120322T044507319Z,30.5,121.93,0.078,296.745,2012/03/22 04:45:07.319
20120322T044514808Z,30.94,121.8,-0.395,298.87,2012/03/22 04:45:14.808
20120322T044522296Z,31.37,121.66,0.075,298.57099999999997,2012/03/22 04:45:22.296
20120322T044529784Z,31.81,121.53,0.213,300.466,2012/03/22 04:45:29.784
20120322T044514808Z,31.05,122.32,0.032,300.513,2012/03/22 04:45:14.808
20120322T044522296Z,31.49,122.19,0.10800000000000001,302.52,2012/03/22 04:45:22.296
20120323T042634777Z,30.48,120.82,-0.161,274.403,2012/03/23 04:26:34.777
20120323T042642266Z,30.9,120.66,0.34700000000000003,278.051,2012/03/23 04:26:42.266
20120323T042649754Z,31.33,120.49,1.535,280.97700000000003,2012/03/23 04:26:49.754
20120323T042627289Z,30.4,121.82,0.14800000000000002,267.556,2012/03/23 04:26:27.289
20120323T042634777Z,30.83,121.66,0.195,271.311,2012/03/23 04:26:34.777
20120323T042642266Z,31.26,121.51,-0.435,275.47900000000004,2012/03/23 04:26:42.266
20120323T042649754Z,31.69,121.35,-0.08900000000000001,283.14099999999996,2012/03/23 04:26:49.754
20120323T042634777Z,31.12,122.44,0.124,272.291,2012/03/23 04:26:34.777
20120323T042642266Z,31.55,122.28,0.067,274.894,2012/03/23 04:26:42.266
20120328T043244855Z,30.57,121.04,0.634,300.803,2012/03/28 04:32:44.855
20120328T043252343Z,31.0,120.89,0.534,302.553,2012/03/28 04:32:52.343
20120328T043259831Z,31.43,120.73,0.6579999999999999,304.30400000000003,2012/03/28 04:32:59.831
20120328T043237367Z,30.38,121.9,0.003,298.009,2012/03/28 04:32:37.367
20120328T043244855Z,30.82,121.75,0.281,301.689,2012/03/28 04:32:44.855
20120328T043252343Z,31.25,121.6,0.36700000000000005,305.659,2012/03/28 04:32:52.343
20120328T043259831Z,31.68,121.45,0.415,309.63,2012/03/28 04:32:59.831
20120328T043244855Z,31.03,122.41,0.134,301.508,2012/03/28 04:32:44.855
20120328T043252343Z,31.46,122.27,0.547,304.598,2012/03/28 04:32:52.343
20120329T041412317Z,30.65,121.53,0.898,279.10900000000004,2012/03/29 04:14:12.317
20120329T041419805Z,31.07,121.36,-0.376,278.32099999999997,2012/03/29 04:14:19.805
20120329T041427293Z,31.49,121.19,-1.88,281.459,2012/03/29 04:14:27.293
20120329T041434781Z,31.91,121.01,-0.094,296.902,2012/03/29 04:14:34.781
20120330T053540922Z,30.59,121.2,-0.213,288.408,2012/03/30 05:35:40.922
20120330T053548410Z,31.03,121.13,-0.596,289.317,2012/03/30 05:35:48.410
20120330T053555899Z,31.47,121.05,0.099,293.32099999999997,2012/03/30 05:35:55.899
20120330T053603387Z,31.91,120.97,0.094,295.232,2012/03/30 05:36:03.387
20120330T053548410Z,30.86,122.34,-0.062,288.215,2012/03/30 05:35:48.410
20120330T053555899Z,31.3,122.27,0.302,290.238,2012/03/30 05:35:55.899
20120330T053603387Z,31.74,122.2,-0.14400000000000002,292.26,2012/03/30 05:36:03.387
20120402T043854924Z,30.84,122.21,-0.233,316.323,2012/04/02 04:38:54.924
20120402T043902412Z,31.27,122.07,0.5379999999999999,322.976,2012/04/02 04:39:02.412
20120402T043909901Z,31.71,121.93,0.094,327.421,2012/04/02 04:39:09.901
20120402T043854924Z,30.49,121.0,1.412,311.226,2012/04/02 04:38:54.924
20120402T043902412Z,30.92,120.86,0.521,317.738,2012/04/02 04:39:02.412
20120402T043909901Z,31.36,120.71,0.46799999999999997,320.811,2012/04/02 04:39:09.901
20120402T043854924Z,30.68,121.62,-0.386,313.915,2012/04/02 04:38:54.924
20120402T043902412Z,31.11,121.48,0.256,318.779,2012/04/02 04:39:02.412
20120402T043909901Z,31.54,121.34,-0.08199999999999999,324.105,2012/04/02 04:39:09.901
20120402T043917389Z,31.97,121.19,0.006999999999999999,331.381,2012/04/02 04:39:17.389
20120403T042022383Z,30.66,121.22,-0.025,334.87,2012/04/03 04:20:22.383
20120403T042029872Z,31.08,121.05,0.9129999999999999,340.314,2012/04/03 04:20:29.872
20120403T042037360Z,31.5,120.88,0.317,345.755,2012/04/03 04:20:37.360
20120403T042022383Z,31.08,122.16,0.065,342.374,2012/04/03 04:20:22.383
20120403T042029872Z,31.51,122.0,0.111,350.598,2012/04/03 04:20:29.872
20120403T042037360Z,31.94,121.83,-0.114,353.87199999999996,2012/04/03 04:20:37.360
20120404T054204966Z,30.71,120.78,0.077,293.308,2012/04/04 05:42:04.966
20120404T054212455Z,31.14,120.71,-0.047,296.045,2012/04/04 05:42:12.455
20120404T054219943Z,31.58,120.63,-0.016,298.467,2012/04/04 05:42:19.943
20120405T052253997Z,30.6,120.83,0.98,304.153,2012/04/05 05:22:53.997
20120405T052301485Z,31.04,120.73,1.35,305.488,2012/04/05 05:23:01.485
20120405T052308973Z,31.48,120.64,1.588,306.824,2012/04/05 05:23:08.973
20120405T052253997Z,30.58,121.59,1.466,307.357,2012/04/05 05:22:53.997
20120405T052301485Z,31.02,121.5,1.214,307.327,2012/04/05 05:23:01.485
20120405T052308973Z,31.46,121.41,2.3169999999999997,307.297,2012/04/05 05:23:08.973
20120405T052316462Z,31.9,121.32,1.5919999999999999,307.268,2012/04/05 05:23:16.462
20120405T052301485Z,30.98,122.34,1.193,309.21,2012/04/05 05:23:01.485
20120405T052308973Z,31.42,122.26,1.064,309.629,2012/04/05 05:23:08.973
20120406T050358990Z,30.74,120.8,0.997,312.57,2012/04/06 05:03:58.990
20120406T050406478Z,31.18,120.68,1.214,317.807,2012/04/06 05:04:06.478
20120406T050413966Z,31.61,120.56,1.133,323.04400000000004,2012/04/06 05:04:13.966
20120406T050351502Z,30.36,121.42,0.256,307.323,2012/04/06 05:03:51.502
20120406T050358990Z,30.8,121.31,1.14,312.483,2012/04/06 05:03:58.990
20120406T050406478Z,31.24,121.19,1.455,317.642,2012/04/06 05:04:06.478
20120406T050413966Z,31.68,121.08,0.862,322.8,2012/04/06 05:04:13.966
20120406T050351502Z,30.42,121.94,0.7440000000000001,311.41900000000004,2012/04/06 05:03:51.502
20120406T050358990Z,30.85,121.83,1.171,316.245,2012/04/06 05:03:58.990
20120406T050406478Z,31.29,121.72,1.004,321.069,2012/04/06 05:04:06.478
20120406T050413966Z,31.73,121.6,1.6640000000000001,325.892,2012/04/06 05:04:13.966
20120406T050358990Z,30.9,122.37,1.187,319.014,2012/04/06 05:03:58.990
20120406T050406478Z,31.34,122.26,1.202,323.71,2012/04/06 05:04:06.478
20120406T050413966Z,31.78,122.15,1.051,328.406,2012/04/06 05:04:13.966
20120410T052917035Z,30.78,120.8,-0.183,300.643,2012/04/10 05:29:17.035
20120410T052924523Z,31.22,120.71,-0.107,299.415,2012/04/10 05:29:24.523
20120410T052932012Z,31.66,120.62,-0.12,299.969,2012/04/10 05:29:32.012
20120410T052917035Z,30.71,121.73,-0.094,300.038,2012/04/10 05:29:17.035
20120410T052924523Z,31.15,121.65,0.0,301.315,2012/04/10 05:29:24.523
20120410T052932012Z,31.59,121.56,0.121,301.652,2012/04/10 05:29:32.012
20120410T052939500Z,32.03,121.48,-0.054000000000000006,301.309,2012/04/10 05:29:39.500
20120413T043237530Z,30.44,121.07,0.023,326.18,2012/04/13 04:32:37.530
20120413T043245018Z,30.87,120.92,-0.023,321.405,2012/04/13 04:32:45.018
20120413T043252506Z,31.3,120.77,0.094,318.154,2012/04/13 04:32:52.506
20120413T043259994Z,31.73,120.61,0.109,323.251,2012/04/13 04:32:59.994
20120413T043237530Z,30.69,121.78,0.006999999999999999,328.38599999999997,2012/04/13 04:32:37.530
20120413T043245018Z,31.12,121.63,0.040999999999999995,321.632,2012/04/13 04:32:45.018
20120413T043252506Z,31.55,121.48,0.035,313.96,2012/04/13 04:32:52.506
20120413T043259994Z,31.98,121.33,-0.081,308.248,2012/04/13 04:32:59.994
20120413T043245018Z,31.33,122.3,0.031,322.2,2012/04/13 04:32:45.018
20120413T043252506Z,31.77,122.15,0.03,316.254,2012/04/13 04:32:52.506
20120414T041403999Z,30.48,121.59,0.091,311.685,2012/04/14 04:14:03.999
20120414T041411487Z,30.9,121.42,-0.12,319.29900000000004,2012/04/14 04:14:11.487
20120414T041418976Z,31.32,121.25,0.596,318.705,2012/04/14 04:14:18.976
20120414T041426464Z,31.74,121.07,0.083,316.589,2012/04/14 04:14:26.464
20120416T051628107Z,30.53,121.07,1.32,326.282,2012/04/16 05:16:28.107
20120416T051635596Z,30.97,120.97,2.425,328.79400000000004,2012/04/16 05:16:35.596
20120416T051643084Z,31.41,120.86,1.452,331.305,2012/04/16 05:16:43.084
20120416T051650572Z,31.85,120.76,1.315,333.81699999999995,2012/04/16 05:16:50.572
20120416T051628107Z,30.54,121.72,0.642,319.72900000000004,2012/04/16 05:16:28.107
20120416T051635596Z,30.98,121.62,0.128,322.078,2012/04/16 05:16:35.596
20120416T051643084Z,31.42,121.53,0.652,325.156,2012/04/16 05:16:43.084
20120416T051650572Z,31.86,121.43,1.05,328.235,2012/04/16 05:16:50.572
20120416T051635596Z,30.98,122.33,-0.257,321.503,2012/04/16 05:16:35.596
20120416T051643084Z,31.42,122.24,0.273,325.89,2012/04/16 05:16:43.084
20120418T043851083Z,30.97,122.16,0.17300000000000001,313.47700000000003,2012/04/18 04:38:51.083
20120418T043858571Z,31.41,122.02,-0.063,315.637,2012/04/18 04:38:58.571
20120418T043906060Z,31.84,121.88,0.11,316.878,2012/04/18 04:39:06.060
20120418T043851083Z,30.63,120.95,0.59,303.584,2012/04/18 04:38:51.083
20120418T043858571Z,31.06,120.81,-0.124,308.86400000000003,2012/04/18 04:38:58.571
20120418T043906060Z,31.49,120.66,0.158,315.802,2012/04/18 04:39:06.060
20120418T043843595Z,30.38,121.72,0.078,312.61400000000003,2012/04/18 04:38:43.595
20120418T043851083Z,30.81,121.57,-0.017,313.672,2012/04/18 04:38:51.083
20120418T043858571Z,31.24,121.43,0.09,315.373,2012/04/18 04:38:58.571
20120418T043906060Z,31.68,121.29,0.337,314.596,2012/04/18 04:39:06.060
20120419T042016554Z,30.69,121.2,-0.10400000000000001,302.319,2012/04/19 04:20:16.554
20120419T042024042Z,31.11,121.03,-0.174,304.98,2012/04/19 04:20:24.042
20120419T042031531Z,31.54,120.87,-0.081,311.279,2012/04/19 04:20:31.531
20120419T042009066Z,30.69,122.31,-0.035,306.586,2012/04/19 04:20:09.066
20120419T042016554Z,31.12,122.15,0.038,313.302,2012/04/19 04:20:16.554
20120419T042024042Z,31.54,121.98,-0.04,319.032,2012/04/19 04:20:24.042
20120419T042031531Z,31.97,121.82,0.021,327.736,2012/04/19 04:20:31.531
20120420T054158130Z,30.69,120.78,0.003,298.721,2012/04/20 05:41:58.130
20120420T054205619Z,31.13,120.71,0.06,308.508,2012/04/20 05:42:05.619
20120420T054213107Z,31.57,120.63,0.043,314.85400000000004,2012/04/20 05:42:13.107
20120423T044501646Z,30.54,120.72,0.395,315.267,2012/04/23 04:45:01.646
20120423T044509134Z,30.98,120.58,-0.07200000000000001,318.501,2012/04/23 04:45:09.134
20120423T044516623Z,31.41,120.44,0.385,321.595,2012/04/23 04:45:16.623
20120423T044501646Z,30.69,121.28,0.44,315.526,2012/04/23 04:45:01.646
20120423T044509134Z,31.12,121.14,-0.298,317.65,2012/04/23 04:45:09.134
20120423T044516623Z,31.55,121.01,0.188,322.13599999999997,2012/04/23 04:45:16.623
20120423T044501646Z,30.81,121.82,-0.244,317.374,2012/04/23 04:45:01.646
20120423T044509134Z,31.25,121.69,0.061,319.94,2012/04/23 04:45:09.134
20120423T044516623Z,31.68,121.55,-0.04,325.848,2012/04/23 04:45:16.623
20120423T044501646Z,30.93,122.35,-0.017,320.66700000000003,2012/04/23 04:45:01.646
20120423T044509134Z,31.37,122.22,-0.02,325.491,2012/04/23 04:45:09.134
20120423T044516623Z,31.8,122.08,0.096,331.876,2012/04/23 04:45:16.623
20120424T042628103Z,30.75,120.7,0.466,277.652,2012/04/24 04:26:28.103
20120424T042635591Z,31.18,120.54,-0.915,288.182,2012/04/24 04:26:35.591
20120424T042620615Z,30.67,121.71,-0.429,275.908,2012/04/24 04:26:20.615
20120424T042628103Z,31.1,121.55,1.176,278.875,2012/04/24 04:26:28.103
20120424T042635591Z,31.53,121.39,-1.53,282.732,2012/04/24 04:26:35.591
20120424T042643079Z,31.96,121.23,-0.65,281.675,2012/04/24 04:26:43.079
20120424T042628103Z,31.4,122.33,0.09300000000000001,285.579,2012/04/24 04:26:28.103
20120426T052905210Z,30.55,120.85,-0.259,304.998,2012/04/26 05:29:05.210
20120426T052912699Z,30.99,120.76,0.767,307.994,2012/04/26 05:29:12.699
20120426T052920187Z,31.43,120.67,0.546,310.992,2012/04/26 05:29:20.187
20120426T052905210Z,30.48,121.78,-0.001,306.56,2012/04/26 05:29:05.210
20120426T052912699Z,30.92,121.69,0.27,308.124,2012/04/26 05:29:12.699
20120426T052920187Z,31.36,121.61,-0.33399999999999996,309.689,2012/04/26 05:29:20.187
20120426T052927675Z,31.8,121.53,-0.083,311.254,2012/04/26 05:29:27.675
20120430T041354652Z,30.45,121.61,0.16399999999999998,298.251,2012/04/30 04:13:54.652
20120430T041402140Z,30.88,121.44,-0.003,309.563,2012/04/30 04:14:02.140
20120430T041409629Z,31.3,121.27,-0.003,317.111,2012/04/30 04:14:09.629
20120430T041417117Z,31.72,121.1,0.076,315.617,2012/04/30 04:14:17.117
20120501T053527739Z,30.68,121.19,0.059000000000000004,317.751,2012/05/01 05:35:27.739
20120501T053535227Z,31.12,121.11,0.01,311.91700000000003,2012/05/01 05:35:35.227
20120501T053542715Z,31.56,121.03,-0.026000000000000002,310.57599999999996,2012/05/01 05:35:42.715
20120501T053535227Z,30.95,122.33,-0.013999999999999999,311.344,2012/05/01 05:35:35.227
20120501T053542715Z,31.39,122.26,0.17300000000000001,306.491,2012/05/01 05:35:42.715
20120502T051615769Z,30.36,121.12,0.035,314.353,2012/05/02 05:16:15.769
20120502T051623257Z,30.8,121.02,-0.013999999999999999,314.039,2012/05/02 05:16:23.257
20120502T051630745Z,31.23,120.92,0.12300000000000001,310.013,2012/05/02 05:16:30.745
20120502T051638234Z,31.67,120.81,0.11599999999999999,305.986,2012/05/02 05:16:38.234
20120502T051615769Z,30.37,121.77,0.006,314.47900000000004,2012/05/02 05:16:15.769
20120502T051623257Z,30.81,121.67,0.040999999999999995,314.837,2012/05/02 05:16:23.257
20120502T051630745Z,31.25,121.58,-0.04,309.16700000000003,2012/05/02 05:16:30.745
20120502T051638234Z,31.69,121.48,-0.12300000000000001,307.285,2012/05/02 05:16:38.234
20120502T051623257Z,30.81,122.38,-0.034,315.589,2012/05/02 05:16:23.257
20120502T051630745Z,31.25,122.28,-0.07400000000000001,312.095,2012/05/02 05:16:30.745
20120502T051638234Z,31.69,122.19,0.016,308.95799999999997,2012/05/02 05:16:38.234
20120504T043835739Z,30.66,122.28,-0.46399999999999997,302.461,2012/05/04 04:38:35.739
20120504T043843227Z,31.09,122.14,-0.21,313.334,2012/05/04 04:38:43.227
20120504T043850715Z,31.53,122.0,-0.172,314.52,2012/05/04 04:38:50.715
20120504T043858204Z,31.96,121.86,0.129,318.365,2012/05/04 04:38:58.204
20120504T043843227Z,30.74,120.93,1.3530000000000002,308.54200000000003,2012/05/04 04:38:43.227
20120504T043850715Z,31.18,120.79,0.93,310.166,2012/05/04 04:38:50.715
20120504T043858204Z,31.61,120.64,1.2670000000000001,311.789,2012/05/04 04:38:58.204
20120504T043835739Z,30.5,121.7,-0.261,309.627,2012/05/04 04:38:35.739
20120504T043843227Z,30.93,121.55,0.040999999999999995,313.02299999999997,2012/05/04 04:38:43.227
20120504T043850715Z,31.36,121.41,-0.149,317.524,2012/05/04 04:38:50.715
