INTERVAL_DATETIME,NSW1,QLDA,SA1,TASA,VIC1
2020/06/29 12:30:00,0.8840410525803784,0.17360781924996127,0.7958808943140534,0.7005929231239403,0.8687526857258411
2020/06/29 13:00:00,0.871308108845755,0.17360781924996127,0.7958808943140534,0.6980480046718666,0.8636354438000416
2020/06/29 13:30:00,0.8456931831109806,0.17360781924996127,0.7943284745262963,0.6980480046718666,0.8533841711751973
2020/06/29 14:00:00,0.8233749813125802,0.1645687307184977,0.7882786303636703,0.6953581294148906,0.8329097904738577
2020/06/29 14:30:00,0.8039835530425242,0.10863986260543536,0.7809592606955565,0.6953581294148906,0.8110802806046923
2020/06/29 15:00:00,0.7824087398209946,0.05151501351064151,0.7709049490757861,0.6924926810850399,0.789770416831815
2020/06/29 15:30:00,0.7637186617407852,0.9615360978282331,0.7593676180569101,0.6860578123759761,0.7680369840199163
2020/06/29 16:00:00,0.741348441589341,0.8610738352696736,0.7444438907313247,0.6823763070158438,0.7444438907313247
2020/06/29 16:30:00,0.7137917358649579,0.7737699564035182,0.728372657309981,0.6735518388561915,0.7195352024402423
2020/06/29 17:00:00,0.6860578123759761,0.7213669470303276,0.7097006975808067,0.6735518388561915,0.6924926810850399
2020/06/29 17:30:00,0.6735518388561915,0.6860578123759761,0.6860578123759761,0.6735518388561915,0.6735518388561915
2020/06/29 18:00:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/29 18:30:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/29 19:00:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/29 19:30:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/29 20:00:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/29 20:30:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/29 21:00:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/29 21:30:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/29 22:00:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/29 22:30:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/29 23:00:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/29 23:30:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 00:00:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 00:30:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 01:00:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 01:30:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 02:00:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 02:30:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 03:00:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 03:30:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 04:00:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 04:30:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 05:00:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 05:30:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 06:00:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 06:30:00,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 07:00:00,0.6735518388561915,0.707555284109184,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 07:30:00,0.7005929231239403,0.7666001615488303,0.6735518388561915,0.6735518388561915,0.6735518388561915
2020/06/30 08:00:00,0.7333694075897798,0.8585113905331998,0.6735518388561915,0.6735518388561915,0.6860578123759761
2020/06/30 08:30:00,0.7637186617407852,0.9871436377077106,0.6894069155084832,0.6782610590888017,0.7053304041198284
2020/06/30 09:00:00,0.7927936824393149,0.0888890790464505,0.7097006975808067,0.6823763070158438,0.7366069812221253
2020/06/30 09:30:00,0.8256482772063123,0.15519529221715803,0.7213669470303276,0.6894069155084832,0.7534904431486179
2020/06/30 10:00:00,0.909232217332884,0.17360781924996127,0.7300589638489451,0.6980480046718666,0.7737699564035182
2020/06/30 10:30:00,0.8966851349564423,0.17360781924996127,0.7459751938778559,0.6980480046718666,0.7882786303636703
2020/06/30 11:00:00,0.924185751659523,0.17360781924996127,0.7666001615488303,0.7005929231239403,0.8056897719946847
2020/06/30 11:30:00,0.9415652125718653,0.17360781924996127,0.7766375170166143,0.7005929231239403,0.8233749813125802
