from_date,to_date,station,stat_time_tot
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,WHITEHALL STREET,25175.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,CYPRESS HILLS,2435.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,75TH STREET & ELDERTS LANE,6794.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,85TH STREET & FOREST PKWAY,7296.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,WOODHAVEN BOULEVARD,8394.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,104TH STREET,5031.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,111TH STREET,3656.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,121ST STREET,3642.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,42ND STREET & 8TH AVENUE,106785.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,34TH STREET & 8TH AVENUE,72555.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,FULTON STREET,54760.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,FIFTH AVENUE,17887.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,LEXINGTON AVENUE,35721.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,ROOSEVELT AVE/JACKSON HTS,103298.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,179TH STREET & HILLSIDE AVE,32011.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,47-50 STREETS/ROCKEFELLER,52221.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,42ND STREET & 6TH AVENUE,34678.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,34TH STREET & 6TH AVENUE,124481.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,SUTPHIN BOULEVARD,34526.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,JAMAICA CENTER-PARSONS BLVD,55928.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,WALL STREET,28538.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,FULTON & WILLIAM STREETS,21796.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,PARK PLACE,33491.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,CHAMBERS STREET,13199.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,34TH STREET & 7TH AVENUE,26716.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,42ND STREET/TIMES SQUARE,73503.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,125TH STREET & BROADWAY,9376.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,168TH STREET & BROADWAY,36330.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,DYCKMAN STREET,12672.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,207TH STREET,9769.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,215TH STREET,2289.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,225TH STREET,8993.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,231ST STREET,15280.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BOWLING GREEN & BATTERY PL,16406.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BOWLING GREEN & BROADWAY,4202.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BROOKLYN BRIDGE,17278.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,42ND STREET & GRAND CENTRAL,85010.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,42ND STREET & 3RD AVENUE,10715.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,51ST STREET & LEXINGTON AVE,12283.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,59TH STREET & LEXINGTON AVE,59339.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,WOODLAWN ROAD,11249.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,149TH STREET & 3RD AVENUE,32608.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,FIFTH AVENUE & 42ND STREET,12886.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,MAIN STREET,89272.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,NEVINS STREET,12248.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BARCLAYS CENTER,51862.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BERGEN STREET,3490.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,GRAND ARMY PLAZA,7079.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,EASTERN PARKWAY,3763.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,NOSTRAND AVENUE,5118.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,UTICA AVENUE,42832.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,SUTTER AVENUE,12320.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,SARATOGA AVENUE,10299.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,ROCKAWAY AVENUE,8219.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,JUNIUS STREET,3400.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,PENNSYLVANIA AVENUE,7484.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,VAN SICLEN AVENUE,5030.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,NEW LOTS AVENUE,9696.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,ST GEORGE TERMINAL,8613.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,34TH STREET - HUDSON YARDS,16554.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,FIFTH AVENUE & 60TH STREET,17681.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,57TH STREET & 7TH AVENUE,28825.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,49TH STREET & 7TH AVENUE,13726.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,28TH STREET & BROADWAY,9692.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,23RD STREET & 5TH AVENUE,15470.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,59TH STREET/COLUMBUS CIRCLE,65467.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,8TH STREET & BROADWAY,10408.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,PRINCE STREET & BROADWAY,10078.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,CITY HALL,4411.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,CORTLANDT STREET,12968.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,JAY ST-METROTECH,34628.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,39TH AVENUE & 31ST STREET,3745.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,36TH AVENUE & 31ST STREET,9306.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BROADWAY & 31ST STREET,15971.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,30TH AVENUE & 31ST STREET,19878.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,ASTORIA BLVD & 31ST STREET,12080.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,DITMARS BLVD & 31ST STREET,21680.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,82ND STREET-JACKSON HEIGHTS,26996.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,JUNCTION BLVD-ROOSEVELT AVE,54962.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,CHURCH AVENUE,28887.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,DEKALB AVENUE,25797.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,METROPOLITAN AVENUE,6257.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,145TH STREET,32200.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,125TH STREET,40705.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BROADWAY-EAST NEW YORK,15068.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,167TH ST-GRAND CONCOURSE,17002.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,14TH STREET & 7TH AVENUE,22947.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,CASTLE HILL AVENUE,11435.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,WESTCHESTER SQUARE,9360.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BOROUGH HALL - COURT STREET,29990.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,CHURCH AVENUE & NOSTRAND AV,15799.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,FLATBUSH AVE & NOSTRAND AV,26295.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,23RD STREET & 8TH AVENUE,22414.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,FORDHAM RD/GRAND CONCOURSE,16324.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,SEVENTH AVENUE & WEST 53RD,10839.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,PARSONS BLVD & HILLSIDE AV,12789.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,169TH STREET & HILLSIDE AVE,12905.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,50TH STREET & 7TH AVENUE,12845.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,242ND STREET & BROADWAY,12860.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,CANAL STREET,11879.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,FORDHAM ROAD & JEROME AVE,18354.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,MORRISON AVE & WESTCHESTER,12339.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,QUEENSBORO PLAZA,17695.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,90TH STREET/ELMHURST AVENUE,35878.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,FRANKLIN AVE/EASTERN PKWY,16426.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,KINGSTON AVE/EASTERN PKWY,6208.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BROAD STREET & WALL STREET,5705.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,175TH STREET/FT WASHINGTON,17366.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,SUTPHIN BLVD-HILLSIDE AVE,7250.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BERGEN STREET-SMITH STREET,11206.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,KINGS HIGHWAY-MCDONALD AVE,4979.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,23RD STREET-PARK AVE SOUTH,19794.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,125TH STREET-LEXINGTON AVE,34437.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,MOSHOLU PARKWAY-JEROME AVE,15524.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,HUNTERS PT AVE-49TH AVE,7828.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,NEWKIRK AVE-NOSTRAND AVE,12268.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,SHEEPSHEAD BAY ROAD,22886.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,MYRTLE AVE-GATES AVENUE,36285.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,WEST 4TH ST-WASHINGTON SQ,38971.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,CANAL STREET-LISPENARD ST,15892.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,QUEENS PLAZA-JACKSON AVE,12483.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,71ST AVE-CONTINENTAL AVE,37191.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,ESSEX ST-DELANCEY ST,33394.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,28TH STREET-PARK AVE SOUTH,21041.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,96TH STREET-LEXINGTON AVE,25522.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,241ST ST-WHITE PLAINS RD,6822.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,HUNTS PT AVE-SOUTHERN BLVD,17842.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,61ST STREET-ROOSEVELT AVE,29565.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,PARKSIDE AVE-OCEAN AVE,11694.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,NEWKIRK PLAZA,17223.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,AVENUE U-EAST 16TH STREET,12006.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,STILLWELL AVE-CONEY ISLAND,27855.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,ROCKAWAY PKWY-GLENWOOD RD,16018.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,UTICA AVE-STUYVESANT AVE,22074.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,TREMONT AVE-179TH ST,15991.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,KINGSBRIDGE RD-196TH ST,13889.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BEDFORD PARK BLVD-203RD ST,11277.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,205TH ST-BAINBRIDGE AVE,16431.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,UNION TURNPIKE-KEW GARDENS,36990.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,116TH STREET-COLUMBIA,7962.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,ASTOR PLACE-4 AVENUE,12809.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,KINGSBRIDGE RD-JEROME AVE,14662.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,ELDER AVE-WESTCHESTER AVE,12622.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,14TH STREET-6TH AVENUE,22106.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,66TH STREET-BROADWAY,15139.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,TOMPKINSVILLE,1032.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,79TH STREET-BROADWAY,14942.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,86TH STREET-BROADWAY,18214.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,96TH STREET-BROADWAY,40639.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,137TH STREET-BROADWAY,16646.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,14TH STREET-UNION SQUARE,97746.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,7TH AVENUE-PARK PLACE,9359.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BRIGHTON BEACH-CONEY ISLAND,28040.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,207TH STREET-BROADWAY,12954.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,181ST STREET-FT WASH AVE,13406.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,8TH AVENUE-14TH STREET,39276.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,33RD STREET-PARK AVENUE,29199.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,68TH STREET-HUNTER COLLEGE,25855.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,77TH STREET-LEXINGTON AVE,35029.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,86TH STREET-LEXINGTON AVE,52729.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,103RD STREET-LEXINGTON AVE,20212.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,110TH STREET-LEXINGTON AVE,15491.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,116TH STREET-LEXINGTON AVE,22012.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BEDFORD PARK BLVD-JEROME AV,7754.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,CORTELYOU RD-EAST 16TH ST,10807.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,DYCKMAN STREET-BROADWAY,10006.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,86TH ST-CENTRAL PARK WEST,10601.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,81ST STREET-MUSEUM,9461.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,50TH STREET-8TH AVENUE,17378.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,CHRISTOPHER ST-SHERIDAN SQ,8507.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,23RD STREET-7TH AVENUE,12887.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,103RD STREET-BROADWAY,14074.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,110TH STREET-BROADWAY,13191.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,157TH STREET-BROADWAY,16537.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BLEECKER ST-LAFAYETTE ST,14489.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,161ST STREET-YANKEE STADIUM,35638.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,PROSPECT PARK-EMPIRE BLVD,14424.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,36TH STREET-4TH AVENUE,23559.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,NOSTRAND AVE-FULTON ST,22399.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,KINGSTON AVE-THROOP AVE,7260.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,EUCLID AVE-PITKIN AVE,17100.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,WOODHAVEN BLVD-QUEENS BLVD,29132.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,63RD DRIVE-REGO PARK,23831.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,23RD STREET-6TH AVENUE,26497.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,CHURCH AVE-MCDONALD AVE,17206.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,149TH ST-GRAND CONCOURSE,19610.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,125TH STREET-LENOX AVENUE,17700.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,135TH STREET-LENOX AVENUE,20171.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,103RD ST-ROOSEVELT AVE,44990.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,STERLING ST-NOSTRAND AVE,8148.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BEVERLY RD-NOSTRAND AVE,7184.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,KINGS HIGHWAY-EAST 16TH ST,32605.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,59TH STREET-4TH AVENUE,21133.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BAY RIDGE AVE-4TH AVENUE,12122.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,77TH STREET-4TH AVENUE,8239.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,86TH STREET-4TH AVENUE,17420.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BAY RIDGE - 95TH STREET,9133.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,HOYT ST-SCHERMERHORN ST,14802.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,ELMHURST AVE-BROADWAY,21225.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,67TH AVENUE-QUEENS BLVD,11223.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,CARROLL ST-PRESIDENT ST,11875.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,167TH STREET-RIVER AVENUE,16807.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,177TH STREET-PARKCHESTER,25951.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,46TH ST-BLISS ST,21019.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,CLARK STREET-HENRY STREET,5313.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,HOYT STREET-HOYT STREET,5874.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,GUN HILL ROAD-SEYMOUR,7328.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,RECTOR STREET-CHURCH STREET,4474.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,AVENUE J-EAST 16TH STREET,9050.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,AVENUE M-EAST 16TH STREET,8962.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,NECK ROAD-EAST 16TH STREET,7264.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,UNION STREET-4TH AVENUE,8201.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,45TH STREET-4TH AVENUE,14066.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,53RD STREET-4TH AVENUE,18137.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,50TH STREET-NEW UTRECHT AVE,6627.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BEDFORD AVE-NORTH 7TH ST,33022.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,DEKALB AVE-WYCKOFF AVE,21272.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,182ND STREET-183RD STREET,8758.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,STEINWAY ST-BROADWAY,20443.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,GREENPOINT AVE,15420.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,GRAND ST-CHRISTIE ST,34589.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,15TH ST-PROSPECT PARK WEST,6509.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,18TH AVE-MCDONALD AVE,5678.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,170TH STREET-JEROME AVENUE,13540.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BURNSIDE AVE-JEROME AVE,15768.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,ST LAWRENCE AVE-WEST AVE,7271.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,PROSPECT AVENUE-4TH AVENUE,7538.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,55TH ST-NEW UTRECHT AVE,4025.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,1ST AVENUE-14TH STREET,27478.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,GRAHAM AVE-METROPOLITAN AVE,11897.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,GRAND ST-BUSHWICK AVE,10559.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,96TH ST-CENTRAL PARK WEST,12344.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,HIGH ST-CADMAN PLAZA WEST,6532.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,174TH-175TH ST-GRAND CONCOU,9180.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,GRAND AVE-QUEENS BOULEVARD,27411.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,VAN WYCK BLVD-MAIN STREET,6934.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,NASSAU AVE-MANHATTAN AVE,13053.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,EAST BROADWAY-MADISON ST,17760.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,4TH AVENUE-9TH STREET,15956.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,ROOSEVELT ISLAND,11071.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,181ST STREET-ST NICHOLAS AV,21111.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,40TH STREET-LOWERY STREET,13586.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BEVERLEY ROAD -EAST 15TH ST,5768.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,AVENUE H-EAST 16TH STREET,4525.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,OCEAN PKWAY-BRIGHTON BCH AV,7574.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,MONTROSE AVENUE,10576.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,HALSEY STREET-WYCKOFF AVE,13543.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,46TH STREET-BROADWAY,12600.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,METROPOLITAN AVE-LORIMER ST,20398.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,BEDFORD AVENUE-NOSTRAND AVE,10899.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,SMITH STREET-9TH STREET,6891.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,AVENUE X-MCDONALD AVENUE,3576.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,28TH STREET-7TH AVENUE,10391.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,145TH STREET-BROADWAY,15141.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,191ST STREET-ST NICHOLAS AV,2810.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,183RD STREET-JEROME AVENUE,10680.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,JACKSON AVENUE-VERNON BLVD,19500.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,PRESIDENT ST-NOSTRAND AVE,4314.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,25TH STREET-4TH AVENUE,6330.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,JEFFERSON STREET-WYCKOFF AV,11805.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,190TH STREET-OVERLOOK TERR,6084.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,72ND STREET-CENTRAL PK WEST,8655.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,SPRING STREET-6TH AVENUE,10738.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,LAFAYETTE AVENUE-FULTON ST,5725.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,CLINTON AVENUE-FULTON ST,5635.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,MOTT AVENUE-BEACH 22ND ST,9295.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,MYRTLE AVENUE-MARCY AVENUE,9032.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,CLASSON AVENUE-LAFAYETTE AV,6592.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,7TH AVENUE-9TH STREET,12498.0
2020-07-25T00:00:00.000,2020-07-31T00:00:00.000,FT HAMILTON PKY-GREENWOOD,5952.0
